Local,Item,Id_campaña,Fecha_inicio,Fecha_termino
1,498,11,2017-03-23,2017-07-31
60,50,28,2018-02-05,2018-03-28
1,586,30,2018-03-01,2018-04-18
19,252,27,2017-10-17,2017-11-22
81,251,2,2017-11-03,2017-11-07
28,105,29,2018-01-02,2018-04-06
51,121,15,2017-03-23,2017-04-19
53,74,5,2017-03-26,2017-09-15
1,44,11,2017-03-23,2017-07-31
60,531,28,2018-02-05,2018-03-28
1,111,31,2018-03-01,2018-04-18
19,209,27,2017-10-17,2017-11-22
81,554,2,2017-11-03,2017-11-07
28,313,29,2018-01-02,2018-04-06
51,100,15,2017-03-23,2017-04-19
53,596,5,2017-03-26,2017-09-15
1,216,11,2017-03-23,2017-07-31
60,259,28,2018-02-05,2018-03-28
1,314,31,2018-03-01,2018-04-18
19,661,27,2017-10-17,2017-11-22
81,573,1,2017-11-03,2017-11-07
83,514,29,2018-01-02,2018-04-06
51,303,15,2017-03-23,2017-04-19
53,99,5,2017-03-26,2017-09-15
1,477,11,2017-03-23,2017-07-31
8,91,28,2018-02-05,2018-03-28
1,457,31,2018-03-01,2018-04-18
19,595,27,2017-10-17,2017-11-22
81,517,2,2017-11-03,2017-11-07
69,170,29,2018-01-02,2018-04-06
51,61,15,2017-03-23,2017-04-19
53,248,5,2017-03-26,2017-09-15
1,637,11,2017-03-23,2017-07-31
8,486,28,2018-02-05,2018-03-28
1,641,31,2018-03-01,2018-04-18
19,569,26,2017-09-21,2017-12-31
81,38,2,2017-11-03,2017-11-07
48,117,29,2018-01-02,2018-04-06
51,533,15,2017-03-23,2017-04-19
53,79,5,2017-03-26,2017-09-15
1,263,11,2017-03-23,2017-07-31
8,50,28,2018-02-05,2018-03-28
1,35,31,2018-03-01,2018-04-18
19,342,26,2017-09-21,2017-12-31
81,70,2,2017-11-03,2017-11-07
68,541,29,2018-01-02,2018-04-06
51,587,15,2017-03-23,2017-04-19
53,363,5,2017-03-26,2017-09-15
1,433,11,2017-03-23,2017-07-31
8,531,28,2018-02-05,2018-03-28
1,452,31,2018-03-01,2018-04-18
19,646,27,2017-10-17,2017-11-22
19,648,2,2017-11-03,2017-11-07
1,602,29,2018-01-02,2018-04-06
51,554,12,2017-03-15,2017-07-19
53,472,5,2017-03-26,2017-09-15
1,621,11,2017-03-23,2017-07-31
8,259,28,2018-02-05,2018-03-28
1,624,31,2018-03-01,2018-04-18
19,564,27,2017-10-17,2017-11-22
19,161,2,2017-11-03,2017-11-07
5,538,29,2018-01-02,2018-04-06
51,554,15,2017-03-23,2017-04-19
53,224,5,2017-03-26,2017-09-15
1,225,11,2017-03-23,2017-07-31
44,91,28,2018-02-05,2018-03-28
1,368,30,2018-03-01,2018-04-18
19,494,26,2017-09-21,2017-12-31
19,64,2,2017-11-03,2017-11-07
37,336,29,2018-01-02,2018-04-06
51,70,12,2017-03-15,2017-07-19
53,96,5,2017-03-26,2017-09-15
1,650,11,2017-03-23,2017-07-31
44,486,28,2018-02-05,2018-03-28
1,121,30,2018-03-01,2018-04-18
40,627,27,2017-10-17,2017-11-22
19,87,2,2017-11-03,2017-11-07
5,591,29,2018-01-02,2018-04-06
51,70,15,2017-03-23,2017-04-19
53,234,5,2017-03-26,2017-09-15
1,287,11,2017-03-23,2017-07-31
44,50,28,2018-02-05,2018-03-28
1,100,30,2018-03-01,2018-04-18
40,465,27,2017-10-17,2017-11-22
19,311,2,2017-11-03,2017-11-07
23,78,29,2018-01-02,2018-04-06
5,173,15,2017-03-23,2017-04-19
53,618,5,2017-03-26,2017-09-15
1,213,11,2017-03-23,2017-07-31
44,531,28,2018-02-05,2018-03-28
1,303,30,2018-03-01,2018-04-18
40,300,26,2017-09-21,2017-12-31
19,500,2,2017-11-03,2017-11-07
42,565,29,2018-01-02,2018-04-06
5,232,12,2017-03-15,2017-07-19
53,499,5,2017-03-26,2017-09-15
1,463,11,2017-03-23,2017-07-31
76,91,28,2018-02-05,2018-03-28
1,61,31,2018-03-01,2018-04-18
40,626,27,2017-10-17,2017-11-22
19,112,2,2017-11-03,2017-11-07
30,223,29,2018-01-02,2018-04-06
5,467,12,2017-03-15,2017-07-19
53,364,5,2017-03-26,2017-09-15
1,602,11,2017-03-23,2017-07-31
76,486,28,2018-02-05,2018-03-28
1,533,31,2018-03-01,2018-04-18
40,135,26,2017-09-21,2017-12-31
19,45,2,2017-11-03,2017-11-07
66,159,29,2018-01-02,2018-04-06
53,132,5,2017-03-26,2017-09-15
1,586,11,2017-03-23,2017-07-31
76,50,28,2018-02-05,2018-03-28
1,587,31,2018-03-01,2018-04-18
40,236,27,2017-10-17,2017-11-22
19,249,2,2017-11-03,2017-11-07
60,76,29,2018-01-02,2018-04-06
5,647,12,2017-03-15,2017-07-19
53,372,5,2017-03-26,2017-09-15
1,40,11,2017-03-23,2017-07-31
76,531,28,2018-02-05,2018-03-28
1,554,31,2018-03-01,2018-04-18
40,23,27,2017-10-17,2017-11-22
19,189,2,2017-11-03,2017-11-07
69,174,29,2018-01-02,2018-04-06
5,149,12,2017-03-15,2017-07-19
53,432,5,2017-03-26,2017-09-15
1,133,9,2017-09-01,2017-09-22
76,259,28,2018-02-05,2018-03-28
1,636,31,2018-03-01,2018-04-18
40,252,27,2017-10-17,2017-11-22
19,251,2,2017-11-03,2017-11-07
37,47,29,2018-01-02,2018-04-06
5,643,12,2017-03-15,2017-07-19
53,471,5,2017-03-26,2017-09-15
1,489,11,2017-03-23,2017-07-31
70,91,28,2018-02-05,2018-03-28
1,94,31,2018-03-01,2018-04-18
40,209,27,2017-10-17,2017-11-22
19,554,2,2017-11-03,2017-11-07
59,447,29,2018-01-02,2018-04-06
5,144,12,2017-03-15,2017-07-19
53,276,5,2017-03-26,2017-09-15
1,414,11,2017-03-23,2017-07-31
70,486,28,2018-02-05,2018-03-28
1,227,31,2018-03-01,2018-04-18
40,661,27,2017-10-17,2017-11-22
19,573,1,2017-11-03,2017-11-07
73,31,29,2018-01-02,2018-04-06
5,353,12,2017-03-15,2017-07-19
53,581,5,2017-03-26,2017-09-15
1,284,11,2017-03-23,2017-07-31
70,50,28,2018-02-05,2018-03-28
1,539,31,2018-03-01,2018-04-18
40,595,27,2017-10-17,2017-11-22
19,517,2,2017-11-03,2017-11-07
51,403,29,2018-01-02,2018-04-06
5,228,12,2017-03-15,2017-07-19
53,125,5,2017-03-26,2017-09-15
1,330,11,2017-03-23,2017-07-31
70,531,28,2018-02-05,2018-03-28
1,138,31,2018-03-01,2018-04-18
40,569,26,2017-09-21,2017-12-31
19,38,2,2017-11-03,2017-11-07
19,332,29,2018-01-02,2018-04-06
5,245,12,2017-03-15,2017-07-19
53,275,5,2017-03-26,2017-09-15
1,121,11,2017-03-23,2017-07-31
70,259,28,2018-02-05,2018-03-28
1,415,31,2018-03-01,2018-04-18
40,342,26,2017-09-21,2017-12-31
19,70,2,2017-11-03,2017-11-07
11,174,29,2018-01-02,2018-04-06
5,237,12,2017-03-15,2017-07-19
53,268,5,2017-03-26,2017-09-15
1,100,11,2017-03-23,2017-07-31
86,91,28,2018-02-05,2018-03-28
1,264,31,2018-03-01,2018-04-18
40,646,27,2017-10-17,2017-11-22
40,648,2,2017-11-03,2017-11-07
42,199,29,2018-01-02,2018-04-06
5,604,12,2017-03-15,2017-07-19
53,598,5,2017-03-26,2017-09-15
1,303,11,2017-03-23,2017-07-31
86,486,28,2018-02-05,2018-03-28
1,22,30,2018-03-01,2018-04-18
40,564,27,2017-10-17,2017-11-22
40,161,2,2017-11-03,2017-11-07
42,313,29,2018-01-02,2018-04-06
5,582,12,2017-03-15,2017-07-19
53,577,5,2017-03-26,2017-09-15
1,175,11,2017-03-23,2017-07-31
86,50,28,2018-02-05,2018-03-28
1,186,30,2018-03-01,2018-04-18
40,494,26,2017-09-21,2017-12-31
40,64,2,2017-11-03,2017-11-07
74,280,29,2018-01-02,2018-04-06
5,192,12,2017-03-15,2017-07-19
53,318,18,2017-02-22,2017-03-22
1,479,11,2017-03-23,2017-07-31
86,531,28,2018-02-05,2018-03-28
1,281,31,2018-03-01,2018-04-18
41,627,27,2017-10-17,2017-11-22
40,87,2,2017-11-03,2017-11-07
70,78,29,2018-01-02,2018-04-06
5,277,12,2017-03-15,2017-07-19
53,91,18,2017-02-22,2017-03-22
77,66,11,2017-03-23,2017-07-31
86,259,28,2018-02-05,2018-03-28
1,54,31,2018-03-01,2018-04-18
41,465,27,2017-10-17,2017-11-22
40,311,2,2017-11-03,2017-11-07
64,90,29,2018-01-02,2018-04-06
5,285,12,2017-03-15,2017-07-19
53,312,18,2017-02-22,2017-03-22
77,172,11,2017-03-23,2017-07-31
58,91,28,2018-02-05,2018-03-28
1,19,31,2018-03-01,2018-04-18
41,300,26,2017-09-21,2017-12-31
40,500,2,2017-11-03,2017-11-07
50,33,29,2018-01-02,2018-04-06
5,535,12,2017-03-15,2017-07-19
53,203,5,2017-03-26,2017-09-15
77,14,11,2017-03-23,2017-07-31
58,486,28,2018-02-05,2018-03-28
1,12,31,2018-03-01,2018-04-18
41,626,27,2017-10-17,2017-11-22
40,112,2,2017-11-03,2017-11-07
4,159,29,2018-01-02,2018-04-06
5,358,12,2017-03-15,2017-07-19
53,425,5,2017-03-26,2017-09-15
77,254,11,2017-03-23,2017-07-31
58,50,28,2018-02-05,2018-03-28
1,507,31,2018-03-01,2018-04-18
41,135,26,2017-09-21,2017-12-31
40,45,2,2017-11-03,2017-11-07
88,491,29,2018-01-02,2018-04-06
5,235,12,2017-03-15,2017-07-19
53,506,5,2017-03-26,2017-09-15
77,160,11,2017-03-23,2017-07-31
58,531,28,2018-02-05,2018-03-28
1,70,31,2018-03-01,2018-04-18
41,236,27,2017-10-17,2017-11-22
40,249,2,2017-11-03,2017-11-07
53,231,29,2018-01-02,2018-04-06
5,352,12,2017-03-15,2017-07-19
53,638,5,2017-03-26,2017-09-15
77,361,11,2017-03-23,2017-07-31
58,259,28,2018-02-05,2018-03-28
77,173,30,2018-03-01,2018-04-18
41,23,27,2017-10-17,2017-11-22
40,189,2,2017-11-03,2017-11-07
57,413,29,2018-01-02,2018-04-06
5,599,12,2017-03-15,2017-07-19
53,655,5,2017-03-26,2017-09-15
77,339,11,2017-03-23,2017-07-31
2,91,28,2018-02-05,2018-03-28
77,208,30,2018-03-01,2018-04-18
41,252,27,2017-10-17,2017-11-22
40,251,2,2017-11-03,2017-11-07
56,511,29,2018-01-02,2018-04-06
5,114,12,2017-03-15,2017-07-19
53,426,5,2017-03-26,2017-09-15
77,443,11,2017-03-23,2017-07-31
2,486,28,2018-02-05,2018-03-28
77,354,30,2018-03-01,2018-04-18
41,209,27,2017-10-17,2017-11-22
40,554,2,2017-11-03,2017-11-07
65,157,29,2018-01-02,2018-04-06
5,27,12,2017-03-15,2017-07-19
53,215,5,2017-03-26,2017-09-15
77,574,11,2017-03-23,2017-07-31
2,50,28,2018-02-05,2018-03-28
77,234,32,2018-03-22,2018-04-18
41,661,27,2017-10-17,2017-11-22
40,573,1,2017-11-03,2017-11-07
11,242,29,2018-01-02,2018-04-06
5,373,12,2017-03-15,2017-07-19
53,350,5,2017-03-26,2017-09-15
77,553,11,2017-03-23,2017-07-31
2,531,28,2018-02-05,2018-03-28
77,372,32,2018-03-22,2018-04-18
41,595,27,2017-10-17,2017-11-22
40,517,2,2017-11-03,2017-11-07
50,518,29,2018-01-02,2018-04-06
5,633,12,2017-03-15,2017-07-19
53,308,5,2017-03-26,2017-09-15
77,98,11,2017-03-23,2017-07-31
2,259,28,2018-02-05,2018-03-28
77,637,30,2018-03-01,2018-04-18
41,569,26,2017-09-21,2017-12-31
40,38,2,2017-11-03,2017-11-07
38,623,29,2018-01-02,2018-04-06
5,29,12,2017-03-15,2017-07-19
53,134,5,2017-03-26,2017-09-15
77,567,11,2017-03-23,2017-07-31
12,91,28,2018-02-05,2018-03-28
77,225,30,2018-03-01,2018-04-18
41,342,26,2017-09-21,2017-12-31
40,70,2,2017-11-03,2017-11-07
43,336,29,2018-01-02,2018-04-06
5,244,12,2017-03-15,2017-07-19
53,253,5,2017-03-26,2017-09-15
77,498,11,2017-03-23,2017-07-31
12,486,28,2018-02-05,2018-03-28
77,308,32,2018-03-22,2018-04-18
41,646,27,2017-10-17,2017-11-22
41,161,2,2017-11-03,2017-11-07
30,77,29,2018-01-02,2018-04-06
5,92,15,2017-03-23,2017-04-19
53,182,5,2017-03-26,2017-09-15
12,50,28,2018-02-05,2018-03-28
77,586,30,2018-03-01,2018-04-18
41,564,27,2017-10-17,2017-11-22
41,64,2,2017-11-03,2017-11-07
57,513,29,2018-01-02,2018-04-06
5,74,15,2017-03-23,2017-04-19
53,68,5,2017-03-26,2017-09-15
77,510,11,2017-03-23,2017-07-31
12,531,28,2018-02-05,2018-03-28
77,111,31,2018-03-01,2018-04-18
41,494,26,2017-09-21,2017-12-31
41,87,2,2017-11-03,2017-11-07
55,562,29,2018-01-02,2018-04-06
5,596,15,2017-03-23,2017-04-19
53,588,5,2017-03-26,2017-09-15
77,44,11,2017-03-23,2017-07-31
12,259,28,2018-02-05,2018-03-28
77,314,31,2018-03-01,2018-04-18
82,627,27,2017-10-17,2017-11-22
41,311,2,2017-11-03,2017-11-07
42,146,29,2018-01-02,2018-04-06
5,99,15,2017-03-23,2017-04-19
53,486,18,2017-02-22,2017-03-22
77,216,11,2017-03-23,2017-07-31
79,91,28,2018-02-05,2018-03-28
77,457,31,2018-03-01,2018-04-18
82,465,27,2017-10-17,2017-11-22
41,500,2,2017-11-03,2017-11-07
78,239,29,2018-01-02,2018-04-06
5,234,15,2017-03-23,2017-04-19
53,50,18,2017-02-22,2017-03-22
77,477,11,2017-03-23,2017-07-31
79,486,28,2018-02-05,2018-03-28
77,641,31,2018-03-01,2018-04-18
82,300,26,2017-09-21,2017-12-31
41,112,2,2017-11-03,2017-11-07
42,307,29,2018-01-02,2018-04-06
5,372,15,2017-03-23,2017-04-19
53,407,5,2017-03-26,2017-09-15
77,637,11,2017-03-23,2017-07-31
79,50,28,2018-02-05,2018-03-28
77,35,31,2018-03-01,2018-04-18
82,135,26,2017-09-21,2017-12-31
41,249,2,2017-11-03,2017-11-07
6,127,29,2018-01-02,2018-04-06
5,318,12,2017-03-15,2017-07-19
53,52,5,2017-03-26,2017-09-15
77,263,11,2017-03-23,2017-07-31
79,531,28,2018-02-05,2018-03-28
77,452,31,2018-03-01,2018-04-18
82,236,27,2017-10-17,2017-11-22
41,251,2,2017-11-03,2017-11-07
74,157,29,2018-01-02,2018-04-06
5,91,12,2017-03-15,2017-07-19
53,306,5,2017-03-26,2017-09-15
77,433,11,2017-03-23,2017-07-31
79,259,28,2018-02-05,2018-03-28
77,624,31,2018-03-01,2018-04-18
82,23,27,2017-10-17,2017-11-22
41,554,2,2017-11-03,2017-11-07
79,411,29,2018-01-02,2018-04-06
5,509,12,2017-03-15,2017-07-19
53,444,5,2017-03-26,2017-09-15
77,621,11,2017-03-23,2017-07-31
18,486,28,2018-02-05,2018-03-28
77,121,30,2018-03-01,2018-04-18
82,252,27,2017-10-17,2017-11-22
41,573,1,2017-11-03,2017-11-07
61,176,29,2018-01-02,2018-04-06
5,395,12,2017-03-15,2017-07-19
53,282,5,2017-03-26,2017-09-15
77,225,11,2017-03-23,2017-07-31
18,50,28,2018-02-05,2018-03-28
77,303,30,2018-03-01,2018-04-18
82,569,26,2017-09-21,2017-12-31
41,517,2,2017-11-03,2017-11-07
75,298,29,2018-01-02,2018-04-06
5,419,12,2017-03-15,2017-07-19
53,348,5,2017-03-26,2017-09-15
77,650,11,2017-03-23,2017-07-31
18,531,28,2018-02-05,2018-03-28
77,61,31,2018-03-01,2018-04-18
82,342,26,2017-09-21,2017-12-31
41,38,2,2017-11-03,2017-11-07
84,459,29,2018-01-02,2018-04-06
5,419,15,2017-03-23,2017-04-19
53,9,5,2017-03-26,2017-09-15
77,213,11,2017-03-23,2017-07-31
18,259,28,2018-02-05,2018-03-28
77,533,31,2018-03-01,2018-04-18
82,646,27,2017-10-17,2017-11-22
41,70,2,2017-11-03,2017-11-07
68,481,29,2018-01-02,2018-04-06
5,327,12,2017-03-15,2017-07-19
53,439,5,2017-03-26,2017-09-15
77,463,11,2017-03-23,2017-07-31
65,91,28,2018-02-05,2018-03-28
77,587,31,2018-03-01,2018-04-18
82,564,27,2017-10-17,2017-11-22
82,648,2,2017-11-03,2017-11-07
68,410,29,2018-01-02,2018-04-06
5,490,12,2017-03-15,2017-07-19
53,190,5,2017-03-26,2017-09-15
77,602,11,2017-03-23,2017-07-31
65,486,28,2018-02-05,2018-03-28
77,554,31,2018-03-01,2018-04-18
82,494,26,2017-09-21,2017-12-31
82,161,2,2017-11-03,2017-11-07
19,513,29,2018-01-02,2018-04-06
5,490,15,2017-03-23,2017-04-19
53,7,5,2017-03-26,2017-09-15
77,586,11,2017-03-23,2017-07-31
65,50,28,2018-02-05,2018-03-28
77,636,31,2018-03-01,2018-04-18
22,627,27,2017-10-17,2017-11-22
82,64,2,2017-11-03,2017-11-07
57,127,29,2018-01-02,2018-04-06
5,441,12,2017-03-15,2017-07-19
53,273,5,2017-03-26,2017-09-15
77,40,11,2017-03-23,2017-07-31
65,531,28,2018-02-05,2018-03-28
77,94,31,2018-03-01,2018-04-18
22,465,27,2017-10-17,2017-11-22
82,87,2,2017-11-03,2017-11-07
78,202,29,2018-01-02,2018-04-06
5,112,15,2017-03-23,2017-04-19
53,197,5,2017-03-26,2017-09-15
77,133,9,2017-09-01,2017-09-22
28,91,28,2018-02-05,2018-03-28
77,227,31,2018-03-01,2018-04-18
22,300,26,2017-09-21,2017-12-31
82,311,2,2017-11-03,2017-11-07
31,272,29,2018-01-02,2018-04-06
5,45,15,2017-03-23,2017-04-19
53,544,5,2017-03-26,2017-09-15
77,489,11,2017-03-23,2017-07-31
28,486,28,2018-02-05,2018-03-28
77,539,31,2018-03-01,2018-04-18
22,626,27,2017-10-17,2017-11-22
82,500,2,2017-11-03,2017-11-07
65,659,29,2018-01-02,2018-04-06
5,249,15,2017-03-23,2017-04-19
53,483,5,2017-03-26,2017-09-15
77,414,11,2017-03-23,2017-07-31
28,50,28,2018-02-05,2018-03-28
77,138,31,2018-03-01,2018-04-18
22,135,26,2017-09-21,2017-12-31
82,112,2,2017-11-03,2017-11-07
17,551,29,2018-01-02,2018-04-06
5,548,12,2017-03-15,2017-07-19
53,101,5,2017-03-26,2017-09-15
77,284,11,2017-03-23,2017-07-31
28,531,28,2018-02-05,2018-03-28
77,415,31,2018-03-01,2018-04-18
22,236,27,2017-10-17,2017-11-22
82,45,2,2017-11-03,2017-11-07
38,124,29,2018-01-02,2018-04-06
5,427,12,2017-03-15,2017-07-19
53,536,5,2017-03-26,2017-09-15
77,330,11,2017-03-23,2017-07-31
28,259,28,2018-02-05,2018-03-28
77,264,31,2018-03-01,2018-04-18
22,23,27,2017-10-17,2017-11-22
82,249,2,2017-11-03,2017-11-07
43,565,29,2018-01-02,2018-04-06
5,508,12,2017-03-15,2017-07-19
73,149,18,2017-02-22,2017-03-22
77,121,11,2017-03-23,2017-07-31
63,91,28,2018-02-05,2018-03-28
77,22,30,2018-03-01,2018-04-18
22,252,27,2017-10-17,2017-11-22
82,189,2,2017-11-03,2017-11-07
35,563,29,2018-01-02,2018-04-06
5,324,12,2017-03-15,2017-07-19
73,228,18,2017-02-22,2017-03-22
77,303,11,2017-03-23,2017-07-31
63,486,28,2018-02-05,2018-03-28
77,281,31,2018-03-01,2018-04-18
22,209,27,2017-10-17,2017-11-22
82,251,2,2017-11-03,2017-11-07
82,146,29,2018-01-02,2018-04-06
5,187,15,2017-03-23,2017-04-19
73,92,5,2017-03-26,2017-09-15
77,175,11,2017-03-23,2017-07-31
63,50,28,2018-02-05,2018-03-28
77,54,31,2018-03-01,2018-04-18
22,661,27,2017-10-17,2017-11-22
82,554,2,2017-11-03,2017-11-07
23,266,29,2018-01-02,2018-04-06
5,570,12,2017-03-15,2017-07-19
73,74,5,2017-03-26,2017-09-15
77,479,11,2017-03-23,2017-07-31
63,531,28,2018-02-05,2018-03-28
77,19,31,2018-03-01,2018-04-18
22,595,27,2017-10-17,2017-11-22
82,573,1,2017-11-03,2017-11-07
42,388,29,2018-01-02,2018-04-06
5,527,12,2017-03-15,2017-07-19
73,596,5,2017-03-26,2017-09-15
85,66,11,2017-03-23,2017-07-31
63,259,28,2018-02-05,2018-03-28
77,12,31,2018-03-01,2018-04-18
22,569,26,2017-09-21,2017-12-31
82,517,2,2017-11-03,2017-11-07
86,513,29,2018-01-02,2018-04-06
5,534,15,2017-03-23,2017-04-19
73,99,5,2017-03-26,2017-09-15
85,172,11,2017-03-23,2017-07-31
84,91,28,2018-02-05,2018-03-28
77,507,31,2018-03-01,2018-04-18
22,342,26,2017-09-21,2017-12-31
82,38,2,2017-11-03,2017-11-07
63,126,29,2018-01-02,2018-04-06
5,71,12,2017-03-15,2017-07-19
73,248,5,2017-03-26,2017-09-15
85,14,11,2017-03-23,2017-07-31
84,486,28,2018-02-05,2018-03-28
77,70,31,2018-03-01,2018-04-18
22,646,27,2017-10-17,2017-11-22
82,70,2,2017-11-03,2017-11-07
35,612,29,2018-01-02,2018-04-06
5,492,12,2017-03-15,2017-07-19
73,79,5,2017-03-26,2017-09-15
85,254,11,2017-03-23,2017-07-31
84,50,28,2018-02-05,2018-03-28
85,173,30,2018-03-01,2018-04-18
22,564,27,2017-10-17,2017-11-22
22,648,2,2017-11-03,2017-11-07
45,279,29,2018-01-02,2018-04-06
5,205,12,2017-03-15,2017-07-19
73,363,5,2017-03-26,2017-09-15
85,160,11,2017-03-23,2017-07-31
84,531,28,2018-02-05,2018-03-28
85,208,30,2018-03-01,2018-04-18
22,494,26,2017-09-21,2017-12-31
22,161,2,2017-11-03,2017-11-07
1,202,29,2018-01-02,2018-04-06
5,662,12,2017-03-15,2017-07-19
73,472,5,2017-03-26,2017-09-15
85,195,9,2017-09-01,2017-09-22
84,259,28,2018-02-05,2018-03-28
85,354,30,2018-03-01,2018-04-18
23,627,27,2017-10-17,2017-11-22
22,64,2,2017-11-03,2017-11-07
80,98,29,2018-01-02,2018-04-06
5,637,15,2017-03-23,2017-04-19
73,224,5,2017-03-26,2017-09-15
85,553,11,2017-03-23,2017-07-31
11,91,28,2018-02-05,2018-03-28
85,234,32,2018-03-22,2018-04-18
23,465,27,2017-10-17,2017-11-22
22,87,2,2017-11-03,2017-11-07
84,541,29,2018-01-02,2018-04-06
5,329,12,2017-03-15,2017-07-19
73,96,5,2017-03-26,2017-09-15
85,98,11,2017-03-23,2017-07-31
11,486,28,2018-02-05,2018-03-28
85,372,32,2018-03-22,2018-04-18
23,300,26,2017-09-21,2017-12-31
22,311,2,2017-11-03,2017-11-07
2,266,29,2018-01-02,2018-04-06
5,225,15,2017-03-23,2017-04-19
73,234,5,2017-03-26,2017-09-15
85,567,11,2017-03-23,2017-07-31
11,50,28,2018-02-05,2018-03-28
85,637,30,2018-03-01,2018-04-18
23,626,27,2017-10-17,2017-11-22
22,500,2,2017-11-03,2017-11-07
56,462,29,2018-01-02,2018-04-06
5,308,15,2017-03-23,2017-04-19
73,618,5,2017-03-26,2017-09-15
85,498,11,2017-03-23,2017-07-31
11,531,28,2018-02-05,2018-03-28
85,225,30,2018-03-01,2018-04-18
23,135,26,2017-09-21,2017-12-31
22,112,2,2017-11-03,2017-11-07
79,159,29,2018-01-02,2018-04-06
5,542,12,2017-03-15,2017-07-19
73,499,5,2017-03-26,2017-09-15
11,259,28,2018-02-05,2018-03-28
85,308,32,2018-03-22,2018-04-18
23,236,27,2017-10-17,2017-11-22
22,45,2,2017-11-03,2017-11-07
85,551,29,2018-01-02,2018-04-06
5,519,12,2017-03-15,2017-07-19
73,364,5,2017-03-26,2017-09-15
85,15,11,2017-03-23,2017-07-31
80,91,28,2018-02-05,2018-03-28
85,586,30,2018-03-01,2018-04-18
23,23,27,2017-10-17,2017-11-22
22,249,2,2017-11-03,2017-11-07
51,280,29,2018-01-02,2018-04-06
5,586,15,2017-03-23,2017-04-19
73,132,5,2017-03-26,2017-09-15
85,510,11,2017-03-23,2017-07-31
80,486,28,2018-02-05,2018-03-28
85,111,31,2018-03-01,2018-04-18
23,252,27,2017-10-17,2017-11-22
22,189,2,2017-11-03,2017-11-07
58,491,29,2018-01-02,2018-04-06
5,515,12,2017-03-15,2017-07-19
73,372,5,2017-03-26,2017-09-15
85,44,11,2017-03-23,2017-07-31
80,50,28,2018-02-05,2018-03-28
85,314,31,2018-03-01,2018-04-18
23,209,27,2017-10-17,2017-11-22
22,251,2,2017-11-03,2017-11-07
47,422,29,2018-01-02,2018-04-06
5,635,12,2017-03-15,2017-07-19
73,432,5,2017-03-26,2017-09-15
85,216,11,2017-03-23,2017-07-31
80,531,28,2018-02-05,2018-03-28
85,457,31,2018-03-01,2018-04-18
23,661,27,2017-10-17,2017-11-22
22,554,2,2017-11-03,2017-11-07
59,413,29,2018-01-02,2018-04-06
5,398,12,2017-03-15,2017-07-19
73,471,5,2017-03-26,2017-09-15
85,477,11,2017-03-23,2017-07-31
39,531,28,2018-02-05,2018-03-28
85,641,31,2018-03-01,2018-04-18
23,595,27,2017-10-17,2017-11-22
22,573,1,2017-11-03,2017-11-07
50,382,29,2018-01-02,2018-04-06
5,111,12,2017-03-15,2017-07-19
73,276,5,2017-03-26,2017-09-15
85,637,11,2017-03-23,2017-07-31
39,259,28,2018-02-05,2018-03-28
85,35,31,2018-03-01,2018-04-18
23,569,26,2017-09-21,2017-12-31
22,517,2,2017-11-03,2017-11-07
74,98,29,2018-01-02,2018-04-06
5,111,15,2017-03-23,2017-04-19
73,581,5,2017-03-26,2017-09-15
85,263,11,2017-03-23,2017-07-31
35,91,28,2018-02-05,2018-03-28
85,452,31,2018-03-01,2018-04-18
23,342,26,2017-09-21,2017-12-31
22,38,2,2017-11-03,2017-11-07
26,520,29,2018-01-02,2018-04-06
5,166,12,2017-03-15,2017-07-19
73,125,5,2017-03-26,2017-09-15
85,433,11,2017-03-23,2017-07-31
35,486,28,2018-02-05,2018-03-28
85,624,31,2018-03-01,2018-04-18
23,646,27,2017-10-17,2017-11-22
22,70,2,2017-11-03,2017-11-07
45,428,29,2018-01-02,2018-04-06
5,297,12,2017-03-15,2017-07-19
73,268,5,2017-03-26,2017-09-15
85,225,11,2017-03-23,2017-07-31
35,50,28,2018-02-05,2018-03-28
85,121,30,2018-03-01,2018-04-18
23,564,27,2017-10-17,2017-11-22
23,648,2,2017-11-03,2017-11-07
24,108,29,2018-01-02,2018-04-06
5,49,12,2017-03-15,2017-07-19
73,598,5,2017-03-26,2017-09-15
85,650,11,2017-03-23,2017-07-31
35,531,28,2018-02-05,2018-03-28
85,303,30,2018-03-01,2018-04-18
23,494,26,2017-09-21,2017-12-31
23,161,2,2017-11-03,2017-11-07
15,591,29,2018-01-02,2018-04-06
5,412,12,2017-03-15,2017-07-19
73,577,5,2017-03-26,2017-09-15
85,287,11,2017-03-23,2017-07-31
35,259,28,2018-02-05,2018-03-28
85,61,31,2018-03-01,2018-04-18
68,627,27,2017-10-17,2017-11-22
23,64,2,2017-11-03,2017-11-07
8,512,29,2018-01-02,2018-04-06
5,109,12,2017-03-15,2017-07-19
73,318,18,2017-02-22,2017-03-22
85,213,11,2017-03-23,2017-07-31
34,91,28,2018-02-05,2018-03-28
85,533,31,2018-03-01,2018-04-18
68,465,27,2017-10-17,2017-11-22
23,87,2,2017-11-03,2017-11-07
87,179,29,2018-01-02,2018-04-06
5,631,12,2017-03-15,2017-07-19
73,425,5,2017-03-26,2017-09-15
85,463,11,2017-03-23,2017-07-31
34,486,28,2018-02-05,2018-03-28
85,587,31,2018-03-01,2018-04-18
68,300,26,2017-09-21,2017-12-31
23,311,2,2017-11-03,2017-11-07
